Mã đề,Tên đề,Câu số,Phần thi,Câu trong phần,Chuyên đề,Mức độ,Dạng câu,Đề bài,Phương án,Đáp án,Điểm,Thời gian mục tiêu (giây),Lời giải
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,46,Toán,46,Hình học phẳng & không gian,3,Trắc nghiệm,Hình nón có bán kính đáy 3 cm và đường sinh 5 cm. Thể tích khối nón bằng:,A. 12π cm³ | B. 15π cm³ | C. 36π cm³ | D. 20π cm³,A,1,90,Chiều cao tìm từ tam giác vuông: h = √(5² − 3²) = 4. Thể tích khối nón V = (1/3)πr²h = (1/3)π × 9 × 4 = 12π cm³.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,47,Toán,47,"Dãy số, cấp số cộng & cấp số nhân",3,Điền đáp án,Cấp số nhân (uₙ) có u₁ = 3 và công bội q = 2. Tổng 8 số hạng đầu tiên bằng bao nhiêu?,,765,1,90,Sₙ = u₁(qⁿ − 1)/(q − 1) = 3 × (2⁸ − 1)/1 = 3 × 255 = 765.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,48,Toán,48,"Dãy số, cấp số cộng & cấp số nhân",3,Trắc nghiệm,Tổng 1 + 2 + 3 + … + 100 bằng:,A. 5050 | B. 5000 | C. 10100 | D. 4950,A,1,90,"Đây là tổng cấp số cộng với u₁ = 1, u₁₀₀ = 100: S = 100 × (1 + 100)/2 = 50 × 101 = 5050."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,49,Toán,49,Thống kê & xử lý số liệu,3,Trắc nghiệm,"Để thể hiện sự chuyển dịch cơ cấu kinh tế của một vùng qua 5 năm liên tiếp, dạng biểu đồ thích hợp nhất là:",A. Biểu đồ miền | B. Biểu đồ tròn | C. Biểu đồ đường | D. Biểu đồ cột ghép,A,1,90,"Từ khóa ""cơ cấu"" kết hợp với từ 4 năm trở lên dẫn đến biểu đồ miền. Nếu chỉ 1 năm thì dùng biểu đồ tròn, từ 2 đến 3 năm thì dùng nhiều hình tròn."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,50,Toán,50,Thống kê & xử lý số liệu,3,Trắc nghiệm,"Sản lượng năm 2020 là 200 nghìn tấn, năm 2024 là 260 nghìn tấn. Sản lượng đã tăng bao nhiêu phần trăm?","A. 30% | B. 23,1% | C. 130% | D. 60%",A,1,90,Mức tăng tương đối = (260 − 200)/200 × 100% = 60/200 × 100% = 30%.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,51,Văn,1,Ngữ pháp & lỗi sai trong câu,2,Trắc nghiệm,Câu nào dưới đây mắc lỗi thiếu chủ ngữ?,"A. Qua tác phẩm ""Chí Phèo"" đã cho thấy số phận bi thảm của người nông dân. | B. Tác phẩm ""Chí Phèo"" đã cho thấy số phận bi thảm của người nông dân. | C. Nam Cao đã cho thấy số phận bi thảm của người nông dân qua ""Chí Phèo"". | D. Số phận bi thảm của người nông dân hiện lên rõ nét trong ""Chí Phèo"".",A,1,60,"Cụm ""Qua tác phẩm Chí Phèo"" là trạng ngữ, nên câu A chỉ còn vị ngữ mà không có chủ ngữ. Sửa bằng cách bỏ ""Qua"" hoặc thêm chủ ngữ: ""Qua tác phẩm Chí Phèo, Nam Cao đã cho thấy...""."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,52,Văn,2,Ngữ pháp & lỗi sai trong câu,2,Trắc nghiệm,Câu nào dưới đây mắc lỗi dùng sai quan hệ từ?,A. Tuy trời mưa to nhưng vì đường ngập nên chúng tôi phải ở nhà. | B. Tuy trời mưa to nhưng chúng tôi vẫn đi học. | C. Vì trời mưa to nên chúng tôi phải ở nhà. | D. Nếu trời mưa to thì chúng tôi sẽ ở nhà.,A,1,60,"Câu A chồng hai cặp quan hệ từ trái nghĩa nhau: ""tuy… nhưng"" chỉ sự tương phản, còn ""vì… nên"" chỉ nguyên nhân — kết quả. Dùng đồng thời làm lô-gíc câu mâu thuẫn."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,53,Văn,3,Ngữ pháp & lỗi sai trong câu,2,Trắc nghiệm,"Câu ""Bạn Nam, học sinh giỏi nhất lớp, vừa đạt giải nhất thành phố."" có bộ phận in nghiêng ""học sinh giỏi nhất lớp"" là:",A. Thành phần phụ chú | B. Trạng ngữ | C. Chủ ngữ thứ hai | D. Vị ngữ,A,1,60,"Bộ phận nằm giữa hai dấu phẩy, bổ sung thông tin giải thích cho ""bạn Nam"" và có thể lược bỏ mà câu vẫn trọn nghĩa. Đó là thành phần phụ chú."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,54,Văn,4,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"""Tuyên ngôn Độc lập"" của Hồ Chí Minh mở đầu bằng cách trích dẫn văn bản nào?",A. Tuyên ngôn Độc lập của Mĩ và Tuyên ngôn Nhân quyền và Dân quyền của Pháp. | B. Bình Ngô đại cáo của Nguyễn Trãi. | C. Hiến chương Liên hợp quốc. | D. Nam quốc sơn hà của Lý Thường Kiệt.,A,1,60,"Mở đầu bằng chính tuyên ngôn của hai nước ấy là một đòn lập luận sắc bén: lấy lí lẽ của đối phương làm căn cứ cho mình, khiến họ không thể phủ nhận."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,55,Văn,5,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"Bài thơ ""Tây Tiến"" của Quang Dũng viết về đối tượng nào?",A. Người lính trong đoàn quân Tây Tiến thời kháng chiến chống Pháp. | B. Người nông dân vùng Tây Bắc trong cải cách ruộng đất. | C. Những người lính lái xe trên tuyến đường Trường Sơn. | D. Đoàn dân công hỏa tuyến trong chiến dịch Điện Biên Phủ.,A,1,60,"""Tây Tiến"" (1948) viết về đoàn quân Tây Tiến trong kháng chiến chống Pháp, nơi Quang Dũng từng là đại đội trưởng."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,56,Văn,6,"Tác giả, tác phẩm & giai đoạn văn học",2,Trắc nghiệm,"Bài thơ ""Việt Bắc"" của Tố Hữu được viết theo thể thơ nào?",A. Lục bát | B. Tự do | C. Thất ngôn bát cú | D. Song thất lục bát,A,1,60,"""Việt Bắc"" viết bằng thể lục bát, sử dụng lối đối đáp ""mình — ta"" quen thuộc của ca dao để nói chuyện chính trị — đây chính là nét đặc sắc của bài thơ."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,57,Văn,7,Đọc hiểu văn bản,2,Trắc nghiệm,Ý chính của đoạn trích là gì?,A. Khối lượng chữ ta đọc mỗi ngày tăng lên nhưng chiều sâu của việc đọc lại giảm đi. | B. Màn hình điện tử là nguyên nhân khiến con người không còn đọc sách. | C. Sách giấy có giá trị cao hơn hẳn so với mọi loại văn bản trên mạng. | D. Người trẻ ngày nay lười đọc hơn các thế hệ trước.,A,1,60,"Đoạn mở đầu nêu nghịch lý ""đọc nhiều hơn nhưng hời hợt hơn"", các đoạn sau triển khai chính nghịch lý đó. Đây là ý bao trùm cả ba đoạn."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,58,Văn,8,Đọc hiểu văn bản,2,Trắc nghiệm,"Nhan đề ""Bức tường xanh của vùng cửa sông"" chỉ đối tượng nào?",A. Rừng ngập mặn | B. Hệ thống đê bê tông | C. Các đầm nuôi tôm | D. Lớp bùn đáy giàu các-bon,A,1,60,"""Bức tường"" là hình ảnh ẩn dụ cho chức năng chắn sóng, ""xanh"" chỉ cây cối — cả cụm chỉ rừng ngập mặn, đối tượng xuyên suốt văn bản."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,59,Văn,9,Đọc hiểu văn bản,2,Trắc nghiệm,Ý chính của đoạn trích là gì?,"A. Đô thị hóa là tất yếu, nhưng cần ghi lại những gì bị xóa đi để giữ ký ức chung. | B. Cần dừng việc mở rộng đô thị để bảo tồn cảnh quan cũ. | C. Thành phố hiện đại hơn hẳn thành phố cũ về mọi mặt. | D. Người già thường hoài niệm và khó chấp nhận cái mới.",A,1,60,"Tác giả thừa nhận ""không ai phản đối được logic ấy"" của đô thị hóa, nhưng đoạn cuối chốt lại vấn đề là ""mỗi lần xóa đi một thứ, chúng ta có kịp ghi lại nó ở đâu đó hay không"". Đó là ý bao trùm cả bài."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,60,Văn,10,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Mặt trời của bắp thì nằm trên đồi / Mặt trời của mẹ, em nằm trên lưng"" (Nguyễn Khoa Điềm) sử dụng biện pháp tu từ nào ở hình ảnh ""mặt trời của mẹ""?",A. Ẩn dụ | B. Hoán dụ | C. Nói quá | D. Nhân hóa,A,1,60,"Đứa con được gọi là ""mặt trời của mẹ"" dựa trên nét tương đồng về vai trò: nguồn sống, nguồn ấm áp. Gọi tên sự vật này bằng tên sự vật khác có nét tương đồng chính là ẩn dụ."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,61,Văn,11,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Ông trời nổi giận, sấm chớp đùng đùng."" sử dụng biện pháp nào?",A. Nhân hóa | B. Ẩn dụ | C. Nói quá | D. Điệp ngữ,A,1,60,"Gán trạng thái cảm xúc của con người (""nổi giận"") cho hiện tượng tự nhiên chính là nhân hóa. Cách này làm thiên nhiên trở nên sống động và gần gũi."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,62,Văn,12,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Bàn tay ta làm nên tất cả / Có sức người sỏi đá cũng thành cơm"" dùng biện pháp gì ở cụm ""sỏi đá cũng thành cơm""?",A. Nói quá | B. Nói giảm nói tránh | C. Chơi chữ | D. Liệt kê,A,1,60,"Sỏi đá không thể thành cơm; đây là cách phóng đại có chủ ý để nhấn mạnh sức mạnh của lao động. Nói quá luôn nhằm gây ấn tượng chứ không nhằm nói dối."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,63,Văn,13,Từ vựng & nghĩa của từ,2,Trắc nghiệm,Từ nào dưới đây KHÔNG cùng nhóm nghĩa với các từ còn lại?,A. Bàng hoàng | B. Sững sờ | C. Ngỡ ngàng | D. Hân hoan,D,1,60,"""Bàng hoàng"", ""sững sờ"", ""ngỡ ngàng"" đều chỉ trạng thái choáng váng, bất ngờ. ""Hân hoan"" chỉ niềm vui, thuộc trường nghĩa khác."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,64,Văn,14,Từ vựng & nghĩa của từ,2,Trắc nghiệm,Từ nào KHÔNG cùng trường nghĩa với các từ còn lại?,A. Rực rỡ | B. Chan chứa | C. Lộng lẫy | D. Huy hoàng,B,1,60,"""Rực rỡ"", ""lộng lẫy"", ""huy hoàng"" đều chỉ vẻ đẹp sáng chói, tráng lệ. ""Chan chứa"" chỉ trạng thái đầy tràn của tình cảm, thuộc trường nghĩa khác."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,65,Văn,15,Từ vựng & nghĩa của từ,2,Trắc nghiệm,"Trong các từ sau, từ nào là từ ghép chính phụ?",A. Xe đạp | B. Quần áo | C. Nhà cửa | D. Ăn uống,A,1,60,"""Xe đạp"" có tiếng chính ""xe"" và tiếng phụ ""đạp"" làm rõ loại xe. Ba từ còn lại là ghép đẳng lập, hai tiếng ngang hàng nhau về nghĩa."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,66,Văn,16,Từ vựng & nghĩa của từ,2,Trắc nghiệm,"Trong các từ sau, từ nào là từ láy?",A. Lấp lánh | B. Bàn ghế | C. Sách vở | D. Quần áo,A,1,60,"""Lấp lánh"" có quan hệ láy âm giữa hai tiếng và một tiếng không có nghĩa độc lập. Ba từ còn lại là từ ghép đẳng lập, mỗi tiếng đều có nghĩa riêng."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,67,Văn,17,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,Câu nào sau đây là câu bị động?,A. Ngôi trường được xây dựng từ năm 1990. | B. Người ta xây ngôi trường này từ năm 1990. | C. Ngôi trường rất khang trang. | D. Ngôi trường ấy nằm ở cuối phố.,A,1,90,"Câu bị động trong tiếng Việt thường dùng ""được"" hoặc ""bị"" và chủ ngữ là đối tượng chịu tác động. Ở đây ""ngôi trường"" chịu tác động của hành động xây dựng."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,68,Văn,18,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,"Câu ""Với lòng nhiệt tình và trách nhiệm cao, công việc đã được hoàn thành đúng hạn."" mắc lỗi gì?","A. Sai lô-gíc quan hệ giữa trạng ngữ và chủ ngữ. | B. Thiếu vị ngữ. | C. Dùng sai quan hệ từ ""với"". | D. Lặp từ không cần thiết.",A,1,90,"Trạng ngữ ""Với lòng nhiệt tình và trách nhiệm cao"" phải bổ nghĩa cho một chủ thể là người, nhưng chủ ngữ của câu lại là ""công việc"". Sửa: ""Với lòng nhiệt tình và trách nhiệm cao, cả nhóm đã hoàn thành công việc đúng hạn."""
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,69,Văn,19,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,"Trong câu ""Chiếc áo mà mẹ tặng tôi hôm sinh nhật đã cũ"", bộ phận ""mà mẹ tặng tôi hôm sinh nhật"" giữ vai trò gì?","A. Định ngữ, bổ nghĩa cho danh từ ""chiếc áo"". | B. Vị ngữ của câu. | C. Trạng ngữ chỉ thời gian. | D. Bổ ngữ cho động từ ""cũ"".",A,1,90,"Vị ngữ của câu là ""đã cũ"". Mệnh đề bắt đầu bằng ""mà"" đứng sau danh từ và làm rõ danh từ đó — đây là định ngữ (mệnh đề quan hệ)."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,70,Văn,20,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,Câu nào sau đây mắc lỗi thiếu vị ngữ?,A. Những cuốn sách mà thầy giáo tặng tôi hồi lớp mười. | B. Những cuốn sách thầy tặng đã theo tôi suốt nhiều năm. | C. Thầy giáo tặng tôi những cuốn sách quý. | D. Tôi vẫn giữ những cuốn sách thầy tặng.,A,1,90,"Câu A chỉ có một cụm danh từ được mở rộng bằng mệnh đề quan hệ, chưa nêu hoạt động hay trạng thái nào của chủ thể. Sửa bằng cách thêm vị ngữ: ""…hồi lớp mười vẫn còn nguyên trên giá."""
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,71,Văn,21,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,"Câu ""Với sự nỗ lực không ngừng, thành tích của em đã được cải thiện."" mắc lỗi gì?",A. Trạng ngữ chỉ thái độ không bổ nghĩa được cho chủ ngữ là sự vật. | B. Thiếu chủ ngữ. | C. Dùng sai dấu câu. | D. Lặp từ không cần thiết.,A,1,90,"Trạng ngữ ""Với sự nỗ lực không ngừng"" đòi hỏi chủ thể là người, nhưng chủ ngữ của câu lại là ""thành tích"". Sửa: ""Với sự nỗ lực không ngừng, em đã cải thiện được thành tích của mình."""
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,72,Văn,22,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"Câu thơ ""Sóng bắt đầu từ gió / Gió bắt đầu từ đâu?"" trích từ bài thơ nào?","A. ""Sóng"" của Xuân Quỳnh | B. ""Đây thôn Vĩ Dạ"" của Hàn Mặc Tử | C. ""Tràng giang"" của Huy Cận | D. ""Vội vàng"" của Xuân Diệu",A,1,90,"Đây là những câu trong bài ""Sóng"" của Xuân Quỳnh, thể hiện khát vọng truy tìm cội nguồn của tình yêu — một câu hỏi cuối cùng không có lời đáp, và chính điều đó làm nên vẻ đẹp của đoạn thơ."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,73,Văn,23,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,Tác phẩm nào sau đây KHÔNG thuộc văn học trung đại Việt Nam?,"A. ""Chí Phèo"" | B. ""Truyện Kiều"" | C. ""Bình Ngô đại cáo"" | D. ""Hoàng Lê nhất thống chí""",A,1,90,"""Chí Phèo"" của Nam Cao thuộc văn học hiện đại, giai đoạn 1930 — 1945. Ba tác phẩm còn lại đều thuộc văn học trung đại."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,74,Văn,24,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"Nhân vật trung tâm của ""Truyện Kiều"" là Thúy Kiều, tiêu biểu cho:",A. Bi kịch của người phụ nữ tài sắc trong xã hội phong kiến. | B. Người anh hùng cứu nước. | C. Người nông dân bị bần cùng hóa. | D. Trí thức tiểu tư sản trước Cách mạng.,A,1,90,"Nguyễn Du xây dựng Thúy Kiều như hiện thân của mệnh đề ""tài mệnh tương đố"": càng tài sắc càng long đong, qua đó tố cáo xã hội chà đạp con người."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,75,Văn,25,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"""Truyện Kiều"" của Nguyễn Du được viết bằng thể thơ nào?",A. Lục bát | B. Song thất lục bát | C. Thất ngôn bát cú | D. Tự do,A,1,90,"""Truyện Kiều"" gồm 3254 câu thơ lục bát — thể thơ dân tộc với cặp câu 6 chữ và 8 chữ nối tiếp nhau."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,76,Văn,26,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,Nhận định nào đúng về phong cách nghệ thuật của Nguyễn Tuân?,"A. Tài hoa, uyên bác; quan sát và miêu tả sự vật ở phương diện thẩm mĩ, con người ở phương diện tài hoa nghệ sĩ. | B. Giản dị, mộc mạc, gần với lời ăn tiếng nói hằng ngày của người nông dân. | C. Trữ tình chính trị, giàu tính sử thi và cảm hứng lãng mạn cách mạng. | D. Trào phúng sắc sảo, chuyên đả kích xã hội thành thị nửa thực dân nửa phong kiến.",A,1,90,"Nguyễn Tuân nổi tiếng với chất tài hoa, uyên bác và cái nhìn thẩm mĩ, thể hiện rõ trong ""Chữ người tử tù"" và ""Người lái đò Sông Đà""."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,77,Văn,27,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"Tác phẩm ""Vợ nhặt"" của Kim Lân đặt trong bối cảnh lịch sử nào?",A. Nạn đói năm 1945 | B. Cải cách ruộng đất | C. Kháng chiến chống Mĩ | D. Thời kỳ Đổi mới,A,1,90,"Truyện lấy bối cảnh nạn đói khủng khiếp năm Ất Dậu 1945. Chính bối cảnh ấy làm nổi bật chủ đề: ngay bên bờ vực cái chết, con người vẫn khao khát mái ấm và hướng về sự sống."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,78,Văn,28,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Sắp xếp các câu sau thành một đoạn văn mạch lạc: (1) Vì vậy, thói quen ghi chép tay vẫn có chỗ đứng riêng. (2) Nhiều người cho rằng ghi chép bằng máy tính nhanh hơn nên hiệu quả hơn. (3) Tuy nhiên, các nghiên cứu cho thấy người ghi tay buộc phải tóm lược nên nhớ ý lâu hơn. Thứ tự đúng là:",A. (2) — (3) — (1) | B. (1) — (2) — (3) | C. (3) — (2) — (1) | D. (2) — (1) — (3),A,1,90,"Câu (2) nêu quan niệm phổ biến, câu (3) mở đầu bằng ""Tuy nhiên"" nên phải đứng sau để phản bác, câu (1) bắt đầu bằng ""Vì vậy"" nên là kết luận. Các từ nối chính là manh mối quyết định thứ tự."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,79,Văn,29,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,Câu chủ đề của một đoạn văn diễn dịch thường nằm ở đâu?,A. Đầu đoạn | B. Cuối đoạn | C. Giữa đoạn | D. Không có câu chủ đề,A,1,90,"Đoạn diễn dịch đi từ khái quát tới cụ thể nên câu chủ đề đứng đầu, các câu sau triển khai. Ngược lại, đoạn quy nạp đặt câu chủ đề ở cuối."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,80,Văn,30,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Đoạn văn ""Thứ nhất… Thứ hai… Thứ ba…"" sử dụng cách triển khai nào?","A. Song hành, các ý ngang hàng nhau | B. Móc xích | C. Diễn dịch | D. Quy nạp",A,1,90,"Các ý được đánh số và trình bày độc lập, ngang hàng, không ý nào dẫn tới ý nào. Đó là kiểu triển khai song hành."
