Mã phiếu,Loại phiếu,Mã loại,Phiếu lời giải,Phiếu hướng dẫn ôn chắc,Tiêu đề,Phần thi,Môn tự chọn,Chuyên đề,Giai đoạn,Cấp độ,Số câu,Thời gian (phút),Ngưỡng hoàn thành,Ngưỡng thành thạo,Điểm KN,Phiếu tiên quyết,Chặng 1,Chặng 1 (số câu),Chặng 2,Chặng 2 (số câu),Chặng 3,Chặng 3 (số câu),Mã câu hỏi,Mục tiêu,Đạt khi
PL-TOA-ALG-L5-004,Phiếu luyện nâng cao,NC,LG-TOA-ALG-L5-004,HD-TOA-ALG,"Phiếu luyện nâng cao · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,88%,224,PL-TOA-ALG-L5-003,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.com.3 | q.sta.3 | q.alg.1 | q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.exp.2 | q.com.1 | q.com.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ALG-L5-005,Phiếu ôn thi,OT,LG-TOA-ALG-L5-005,HD-TOA-ALG,"Phiếu ôn thi · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,85%,192,PL-TOA-ALG-L5-004,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,3,q.sta.3 | q.alg.1 | q.alg.4 | q.ari.1 | q.com.3 | q.seq.1 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.sta.2 | q.exp.1 | q.sta.1,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ALG-L5-006,Phiếu lý thuyết,LT,LG-TOA-ALG-L5-006,HD-TOA-ALG,"Phiếu lý thuyết · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,21,70%,85%,128,PL-TOA-ALG-L5-005,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.cal.4 | q.exp.2 | q.com.1 | q.com.2 | q.com.4 | q.sta.2 | q.sta.4 | q.alg.4 | q.alg.2 | q.alg.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ALG-L5-007,Phiếu dạng bài & đọc vị,DB,LG-TOA-ALG-L5-007,HD-TOA-ALG,"Phiếu dạng bài & đọc vị · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,19,70%,85%,160,PL-TOA-ALG-L5-006,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,3,q.coo.3 | q.cal.2 | q.cal.3 | q.exp.1 | q.com.1 | q.com.2 | q.com.4 | q.sta.2 | q.sta.4 | q.sta.1 | q.alg.2 | q.ari.2 | q.ari.3 | q.seq.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ALG-L5-008,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ALG-L5-008,HD-TOA-ALG,"Phiếu kỹ năng & phương pháp · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,85%,176,PL-TOA-ALG-L5-007,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,3,q.cal.4 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4 | q.com.4 | q.sta.4 | q.alg.2 | q.coo.3 | q.cal.2 | q.cal.3,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ALG-L5-009,Phiếu luyện nâng cao,NC,LG-TOA-ALG-L5-009,HD-TOA-ALG,"Phiếu luyện nâng cao · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,88%,224,PL-TOA-ALG-L5-008,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.alg.4 | q.cal.4 | q.com.4 | q.sta.4 | q.alg.2 | q.alg.3 | q.ari.2 | q.sta.3 | q.alg.1 | q.ari.1,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ALG-L5-010,Phiếu ôn thi,OT,LG-TOA-ALG-L5-010,HD-TOA-ALG,"Phiếu ôn thi · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,85%,192,PL-TOA-ALG-L5-009,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,3,q.sta.4 | q.exp.1 | q.sta.1 | q.alg.2 | q.alg.3 | q.ari.2 | q.ari.3 | q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.coo.1 | q.coo.2 | q.cal.1,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ALG-L5-011,Phiếu lý thuyết,LT,LG-TOA-ALG-L5-011,HD-TOA-ALG,"Phiếu lý thuyết · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,21,70%,85%,128,PL-TOA-ALG-L5-010,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,q.alg.1 | q.ari.1 | q.seq.1 | q.geo.1 | q.geo.3 | q.coo.3 | q.cal.2 | q.cal.3 | q.exp.3 | q.com.3 | q.sta.3 | q.com.2 | q.sta.2 | q.exp.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ALG-L5-012,Phiếu dạng bài & đọc vị,DB,LG-TOA-ALG-L5-012,HD-TOA-ALG,"Phiếu dạng bài & đọc vị · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,19,70%,85%,160,PL-TOA-ALG-L5-011,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,3,q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.cal.3 | q.exp.3 | q.com.3 | q.sta.3 | q.alg.1 | q.alg.4 | q.ari.1 | q.sta.1 | q.cal.4 | q.com.4,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ALG-L5-013,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ALG-L5-013,HD-TOA-ALG,"Phiếu kỹ năng & phương pháp · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,85%,176,PL-TOA-ALG-L5-012,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,3,q.geo.3 | q.coo.3 | q.cal.2 | q.cal.3 | q.sta.3 | q.alg.1 | q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.coo.2 | q.com.4 | q.sta.4 | q.alg.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ALG-L5-014,Phiếu luyện nâng cao,NC,LG-TOA-ALG-L5-014,HD-TOA-ALG,"Phiếu luyện nâng cao · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,88%,224,PL-TOA-ALG-L5-013,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.seq.1 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.com.1 | q.alg.3 | q.ari.2 | q.ari.3,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ALG-L5-015,Phiếu ôn thi,OT,LG-TOA-ALG-L5-015,HD-TOA-ALG,"Phiếu ôn thi · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,16,70%,85%,192,PL-TOA-ALG-L5-014,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,3,q.sta.3 | q.alg.1 | q.alg.4 | q.ari.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.exp.1 | q.geo.2 | q.geo.3 | q.coo.3,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ALG-L5-016,Phiếu lý thuyết,LT,LG-TOA-ALG-L5-016,HD-TOA-ALG,"Phiếu lý thuyết · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,21,70%,85%,128,PL-TOA-ALG-L5-015,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.com.4 | q.sta.2 | q.sta.4 | q.exp.1 | q.sta.1 | q.alg.2 | q.alg.3 | q.seq.1 | q.geo.1 | q.coo.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ALG-L5-017,Phiếu thi,PT,LG-TOA-ALG-L5-017,HD-TOA-ALG,"Phiếu thi · Hàm số, phương trình & bất phương trình · Cấp 5",Toán,,"Hàm số, phương trình & bất phương trình",3,5,14,14,70%,90%,288,PL-TOA-ALG-L5-016,Chặng 1 — Phần dễ ăn điểm,4,Chặng 2 — Phần lõi,7,Chặng 3 — Phần phân loại,3,q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.exp.1 | q.sta.1 | q.alg.4 | q.cal.4 | q.com.4 | q.sta.4 | q.alg.2 | q.cal.1 | q.exp.2 | q.com.1,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Xử lý câu phân loại mà không mất nhịp.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-TOA-ALG-L6-001,Phiếu lý thuyết,LT,LG-TOA-ALG-L6-001,HD-TOA-ALG,"Phiếu lý thuyết · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,20,70%,85%,176,PL-TOA-ALG-L5-017,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,4,q.alg.2 | q.alg.3 | q.ari.2 | q.ari.3 | q.com.4 | q.sta.4 | q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.com.3 | q.sta.3 | q.alg.1 | q.ari.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ALG-L6-002,Phiếu dạng bài & đọc vị,DB,LG-TOA-ALG-L6-002,HD-TOA-ALG,"Phiếu dạng bài & đọc vị · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,17,70%,85%,220,PL-TOA-ALG-L6-001,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,4,q.ari.3 | q.seq.2 | q.geo.2 | q.geo.3 | q.alg.3 | q.ari.2 | q.coo.3 | q.cal.2 | q.cal.3 | q.exp.3 | q.com.3 | q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ALG-L6-003,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ALG-L6-003,HD-TOA-ALG,"Phiếu kỹ năng & phương pháp · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,15,70%,85%,242,PL-TOA-ALG-L6-002,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,4,q.ari.2 | q.ari.3 | q.seq.2 | q.geo.2 | q.cal.2 | q.cal.3 | q.exp.3 | q.com.3 | q.sta.3 | q.alg.1 | q.ari.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ALG-L6-004,Phiếu luyện nâng cao,NC,LG-TOA-ALG-L6-004,HD-TOA-ALG,"Phiếu luyện nâng cao · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,15,70%,88%,308,PL-TOA-ALG-L6-003,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,4,q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.com.3 | q.sta.3 | q.alg.1 | q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ALG-L6-005,Phiếu ôn thi,OT,LG-TOA-ALG-L6-005,HD-TOA-ALG,"Phiếu ôn thi · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,14,70%,85%,264,PL-TOA-ALG-L6-004,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,4,q.cal.2 | q.cal.3 | q.exp.3 | q.com.3 | q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ALG-L6-006,Phiếu lý thuyết,LT,LG-TOA-ALG-L6-006,HD-TOA-ALG,"Phiếu lý thuyết · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,20,70%,85%,176,PL-TOA-ALG-L6-005,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,4,q.ari.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.alg.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.alg.4 | q.cal.4 | q.com.4 | q.sta.4,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ALG-L6-007,Phiếu dạng bài & đọc vị,DB,LG-TOA-ALG-L6-007,HD-TOA-ALG,"Phiếu dạng bài & đọc vị · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,17,70%,85%,220,PL-TOA-ALG-L6-006,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,4,q.coo.1 | q.coo.2 | q.cal.1 | q.cal.4 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4 | q.alg.3 | q.ari.2 | q.ari.3 | q.seq.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ALG-L6-008,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ALG-L6-008,HD-TOA-ALG,"Phiếu kỹ năng & phương pháp · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,15,70%,85%,242,PL-TOA-ALG-L6-007,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,4,q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4 | q.cal.4 | q.com.4 | q.sta.4 | q.geo.3 | q.coo.3 | q.cal.2 | q.cal.3,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ALG-L6-009,Phiếu luyện nâng cao,NC,LG-TOA-ALG-L6-009,HD-TOA-ALG,"Phiếu luyện nâng cao · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,15,70%,88%,308,PL-TOA-ALG-L6-008,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,4,q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.alg.4 | q.cal.4 | q.com.4 | q.sta.4 | q.alg.2 | q.alg.3 | q.ari.2 | q.sta.3 | q.alg.1 | q.ari.1 | q.seq.1,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ALG-L6-010,Phiếu ôn thi,OT,LG-TOA-ALG-L6-010,HD-TOA-ALG,"Phiếu ôn thi · Hàm số, phương trình & bất phương trình · Cấp 6",Toán,,"Hàm số, phương trình & bất phương trình",3,6,15,14,70%,85%,264,PL-TOA-ALG-L6-009,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,4,q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4 | q.alg.2 | q.alg.3 | q.ari.2 | q.ari.3 | q.seq.2 | q.geo.2 | q.geo.3 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
