Mã nhiệm vụ,Phiếu luyện,Tiêu đề,Phần thi,Chuyên đề,Giai đoạn,Cấp độ,Dạng,Điểm KN,Lời giao việc,Ràng buộc
NV-0220,PL-TOA-GEO-L1-008,Phiếu kỹ năng & phương pháp: Hình học phẳng & không gian — cấp 1,Toán,Hình học phẳng & không gian,1,1,Phiếu kỹ năng & phương pháp,44,"Hoàn thành 8 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0221,PL-TOA-GEO-L1-009,Phiếu luyện nâng cao: Hình học phẳng & không gian — cấp 1,Toán,Hình học phẳng & không gian,1,1,Phiếu luyện nâng cao,56,"Hoàn thành 8 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 8 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0222,PL-TOA-GEO-L1-010,Phiếu ôn thi: Hình học phẳng & không gian — cấp 1,Toán,Hình học phẳng & không gian,1,1,Phiếu ôn thi,48,"Hoàn thành 8 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 8 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0223,PL-TOA-GEO-L1-011,Phiếu lý thuyết: Hình học phẳng & không gian — cấp 1,Toán,Hình học phẳng & không gian,1,1,Phiếu lý thuyết,32,"Hoàn thành 8 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0224,PL-TOA-GEO-L1-012,Phiếu dạng bài & đọc vị: Hình học phẳng & không gian — cấp 1,Toán,Hình học phẳng & không gian,1,1,Phiếu dạng bài & đọc vị,40,"Hoàn thành 8 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 9 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0225,PL-TOA-GEO-L1-013,Phiếu thi: Hình học phẳng & không gian — cấp 1,Toán,Hình học phẳng & không gian,1,1,Phiếu thi,72,"Hoàn thành 8 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 7 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 8 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-0226,PL-TOA-GEO-L2-001,Phiếu lý thuyết: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0227,PL-TOA-GEO-L2-002,Phiếu dạng bài & đọc vị: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu dạng bài & đọc vị,60,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0228,PL-TOA-GEO-L2-003,Phiếu kỹ năng & phương pháp: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu kỹ năng & phương pháp,66,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0229,PL-TOA-GEO-L2-004,Phiếu luyện nâng cao: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu luyện nâng cao,84,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0230,PL-TOA-GEO-L2-005,Phiếu ôn thi: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu ôn thi,72,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0231,PL-TOA-GEO-L2-006,Phiếu lý thuyết: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0232,PL-TOA-GEO-L2-007,Phiếu dạng bài & đọc vị: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu dạng bài & đọc vị,60,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0233,PL-TOA-GEO-L2-008,Phiếu kỹ năng & phương pháp: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu kỹ năng & phương pháp,66,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0234,PL-TOA-GEO-L2-009,Phiếu luyện nâng cao: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu luyện nâng cao,84,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0235,PL-TOA-GEO-L2-010,Phiếu ôn thi: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu ôn thi,72,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0236,PL-TOA-GEO-L2-011,Phiếu lý thuyết: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0237,PL-TOA-GEO-L2-012,Phiếu dạng bài & đọc vị: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu dạng bài & đọc vị,60,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0238,PL-TOA-GEO-L2-013,Phiếu kỹ năng & phương pháp: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu kỹ năng & phương pháp,66,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0239,PL-TOA-GEO-L2-014,Phiếu luyện nâng cao: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu luyện nâng cao,84,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0240,PL-TOA-GEO-L2-015,Phiếu ôn thi: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu ôn thi,72,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0241,PL-TOA-GEO-L2-016,Phiếu lý thuyết: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0242,PL-TOA-GEO-L2-017,Phiếu thi: Hình học phẳng & không gian — cấp 2,Toán,Hình học phẳng & không gian,1,2,Phiếu thi,108,"Hoàn thành 10 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-0243,PL-TOA-GEO-L3-001,Phiếu lý thuyết: Hình học phẳng & không gian — cấp 3,Toán,Hình học phẳng & không gian,2,3,Phiếu lý thuyết,72,"Hoàn thành 12 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 20 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0244,PL-TOA-GEO-L3-002,Phiếu dạng bài & đọc vị: Hình học phẳng & không gian — cấp 3,Toán,Hình học phẳng & không gian,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 12 câu chuyên đề ""Hình học phẳng & không gian"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
